"","price","retail_price","units_sold","uses_ad_boosts","rating","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","badges_count","badge_local_product","badge_product_quality","badge_fast_shipping","tags","product_color","product_variation_inventory","shipping_is_express","countries_shipped_to","inventory_total","merchant_rating","product_variation_size_id","origin_country"
"131",5.86,5,1000,0,3.73,150,71,23,23,11,22,0,0,0,0,"Summer,womens top,Cotton T Shirt,Food,summer t-shirts,short sleeves,V-neck,Women's Fashion,Plus Size,short sleeve shirt,Casual,Shirt,blouse,Cotton,Shorts,Tops & Blouses,Ladies Fashion,Sleeve,Tops,T Shirts,candy,Pullovers,Tops & T-Shirts,Ladies,loose t-shirt,Women,Fashion","white",6,0,30,50,3.99301675977654,"XS","CN"
"134",5.66,6,100,0,3.08,13,3,3,3,0,4,0,0,0,0,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt","black",50,0,35,50,4.06901509705248,"S","CN"
"137",11,10,1000,1,3.78,299,120,73,55,22,29,0,0,0,0,"slidesforwomen,sandalendamen,Sandals,Platform Shoes,Summer,Vintage,sandalswomen,Buckles,summer shoes,Women's Fashion,flatshoesforwoman,sandalefemme,sandaliasmujer,Roman,open toe,Casual,Women,Beach,wedgesshoeswomen,Slippers,slippers for women","grey",5,0,35,50,3.89607390300231,"EU 35","CN"
"139",16,76,100,1,3.53,38,15,9,2,5,7,0,0,0,0,"Head,Fashion,longfleece,bigcode,solid,Sweaters,Men,sleevehead,young,Stamps,easy,Men Tops,velvet","red",50,0,58,50,4.27205882352941,"S","CN"
"140",11,10,100,0,4.6,5,3,2,0,0,0,0,0,0,0,"Summer,Flip Flops,hotrhinestone,Womens Shoes,Vacation,new2020,Slippers,flipflopsandal,Sandals,Shoes,casualsandal,Holiday,flat shoe","silver",12,0,42,50,4.12299671255393,"4","CN"
"143",14,12,1000,1,4.04,481,267,86,60,18,50,0,0,0,0,"Summer,Leggings,Shorts,high waist,pants,Denim,slim,Short pants,jean shorts,Women's Fashion,Fashion,Denim Shorts,Plus Size,rippedshort,Jeans,Casual,Women","lightblue",50,0,41,50,3.8947606995807,"M","CN"
"144",7,6,100,0,3.6,25,10,4,5,3,3,0,0,0,0,"Summer,Vest,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt","black",50,0,127,50,4.15527950310559,"S","CN"
"146",7,50,1000,0,3.49,49,16,11,10,5,7,0,0,0,0,"sleeve v-neck,Plus Size,fashion women,short sleeve dress,Sleeve,Dresses,Dress,short sleeves,V-neck,casual dresses,Women's Fashion,Party Dress,Shorts,Mini dress,Casual,Women","army green",50,0,132,50,4.01162790697674,"S","CN"
"147",2,56,100,1,3.07,28,11,3,1,3,10,0,0,0,0,"Summer,Panties,Elastic,Lace,Casual pants,casualshort,summer shorts,Plus Size,Short pants,women shorts,Shorts,Beach Shorts Women,Beach Shorts,loosepant,high waisted shorts,Lace Up,Women's Fashion,Women","lightblue",2,0,26,50,3.69605411499436,"S","CN"
"148",6,16,100,1,3.11,27,6,6,5,5,5,0,0,0,0,"Summer,Plus Size,Elastic,Lace,Casual pants,summer shorts,Short pants,women shorts,Shorts,Beach Shorts Women,Beach Shorts,loosepant,Panties,high waisted shorts,Lace Up,Women's Fashion,Casual,Women","white",25,0,18,50,3.87403290835785,"S","CN"
"149",8,7,1000,1,4.07,267,148,44,40,15,20,0,0,0,0,"blouse,Summer,Fashion,Tank,Shirt,Tops,Spaghetti Strap,tank top,Women's Fashion,Plus Size,printed,sleeveless,Cotton,Casual,Women","lightgreen",50,0,38,50,4.12568306010929,"S","CN"
"152",11,22,1000,1,3.97,359,180,74,49,28,28,0,0,0,0,"blouse,Summer,off shoulder top,Fashion,Lace,Sleeve,Women Blouse,Round Collar,lace top,Tops,short-sleeved shirt,tops for women,Casual,Women's Fashion,Shorts,women shirt,Casual T-Shirt,Short Sleeve Blouses,Women,summer tops,Shirt","black",50,0,30,50,4.33074534161491,"XS","CN"
"154",1.68,2,100,1,3.67,12,6,2,1,0,3,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women","white",1,0,40,50,3.95606494746896,"2XS","CN"
"155",13,11,100,0,2.5,2,0,1,0,0,1,0,0,0,0,"Summer,fashion women,Fashion,Lace,Dresses,Dress,Lace Dress,Women's Fashion,ladies dress,beach dress,Sleeveless dress,backless,women's dress,sleeveless,Ladies,women dress,V-neck Dresses,Women,Beach,white,Necks","white",36,0,29,50,3.7741935483871,"S","CN"
"156",13,11,1000,1,3.82,11,5,3,1,0,2,0,0,0,0,"Summer,Plus Size,2pieceset,Women,slim,T Shirts,Shorts,tshirtandtop,Women's Fashion,twopieceoutfit,printed,Tie Dye,Dyes,sexy,shortsforwomen,Outfits,Fashion,Women Fashion,Slim Fit","yellow",30,0,43,50,4.00669222029391,"S","CN"
"157",11,16,100,1,2.92,12,2,1,6,0,3,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit","winered",50,0,16,50,3.66666666666667,"S","US"
"158",7,9,1000,0,3.75,219,101,36,38,15,29,0,0,0,0,"Round neck,Plus Size,Necks,Summer,Dress,Loose,Pocket,Women's Fashion,Fashion,Pure Color,sleeveless,Casual,Women","black",2,0,44,50,4.15272656071533,"S","CN"
"161",18,115,100,0,3.68,177,73,36,31,12,25,0,0,0,0,"Summer,Plus Size,Office,Sleeve,Dresses,Lady,Dress,short sleeves,V-neck,Shorts,Elegant,Women's Fashion,Printing,Temperament,sexy,silk,Fashion,Women","red",34,0,51,50,4.15666666666667,"M","CN"
"163",16,14,10,0,3,3,0,2,0,0,1,0,0,0,0,"Summer,Shorts,women's jogging suits,Sleeve,shortsleeveset,Short pants,summersuitset,short sleeves,Sport,summerpant,mensjoggingsuit,Suits,Sport Suits,short sleeve shirt,Outfits,men's suits,Casual","green",2,0,34,50,3.54838709677419,"S","CN"
"164",5,8,1000,1,3.06,31,9,5,5,3,9,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,backless,party,summer dresses,sleeveless,sexy,Casual","mintgreen",1,0,40,50,3.99516737388025,"2XS","CN"
"165",1.68,2,1000,1,3.76,51,20,13,10,2,6,0,0,0,0,"Summer,Fashion,Lace,pants,Short pants,Waist,Loose,high waisted,Pocket,high waist,Women's Fashion,Shorts,Lace Up,Pure Color,Beach,Cotton,woven,Casual,Women","black",1,0,30,50,3.94246575342466,"XS","CN"
"166",7,6,100,1,3.81,21,8,4,6,3,0,0,0,0,0,"decoration,Patio,Hunting,camping,Army,patiodecoration,carcover,camouflage,camouflagenet,t,militarycamo,Photography,Garden,sunshadecover","blue",3,0,49,50,3.77272727272727,"1m by 3m","CN"
"167",6,7,50,0,2.67,3,1,0,0,1,1,0,0,0,0,"Cotton,Women Vest,Vest,Women's Casual Tops,loose top,Tops & Tees,printed shirts,Tops,Sleeveless Shirt,Women's Fashion,Summer,sleeveless tops,sleeveless,Tank,womens tank tops,summer tops,printed","pink",46,0,8,50,4.0589519650655,"S","CN"
"168",13,19,1000,1,3.76,151,70,31,16,12,22,0,0,0,0,"Summer,Fashion,beach5pant,Athletics,pants,athleticpant,Sport,Men's Fashion,Shorts,Men's pants,Men,Print,fivepant,Casual,Cotton","black",50,0,12,50,3.94152046783626,"S","CN"
"169",11,89,100,0,3.46,24,8,5,6,0,5,0,0,0,0,"Summer,Women Rompers,Shorts,women beachwear,womenonepiece,lace top,lace bralette top,womensjumpsuitsromper,V-neck,Rompers,women summer tops,lace lingerie,Women S Clothing,Ladies,jumpsuit,slim,Casual,Lace","black",50,0,52,50,4.38569196276921,"S","CN"
"171",12,11,100,0,2,3,0,1,0,0,2,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Ladies Top,short sleeves,Shorts,Round neck,T Shirts,Women S Clothing,Fashion,Tie Dye,Casual,Dyes,Women's Fashion,tshirts for women,Necks","pink",50,0,38,50,4.00113186191285,"XS","CN"
"172",6,17,100,0,4.14,93,50,18,15,8,2,0,0,0,0,"Summer,Shorts,crop top,womensummeroutfit,women track suit,Sport,Tops,yoga2pcsset,Outfits,womenoutfit,Women's Fashion,Fashion,Sport Suits,Suits,Yoga,womensportoutfit,yogasuit,bodyconclothe,Padded Bra,Women","black",37,0,74,50,4.16693163751987,"M","US"
"174",8,7,100,1,3.89,9,5,2,0,0,2,0,0,0,0,"Summer,Shorts,Yoga,high waist,pants,Workout,Women's Fashion,Fashion,sexy,Gym,Women Fashion,Waist","green",25,0,28,50,4.08089077364417,"S","CN"
"175",8,7,100,0,3.14,29,9,4,6,2,8,0,0,0,0,"Summer,short sleeve dress,Mini,plus size dress,Slim Fit,slim,V Neckdress,V-neck,Mini dress,Women's Fashion,Party Dress,party,t-shirt dress,Party Dresses,Casual,casual dress,Shirt,Plus Size,summer dress,Fashion,Midi Dress,Ladies,women dress,Women,Beach,Dress","yellow",5,0,32,50,4.06741573033708,"XS","CN"
"176",11,84,1000,0,3.98,792,398,163,112,54,65,0,0,0,0,"sexy underwear,Underwear,Plus Size,women beachwear,bikini set,sexy swimsuit,Summer,sexy bikini,Swimwear,Swimsuit,padded,Bikini,Fashion,Suits,Women,Women's Fashion,Swimming","pink & grey",50,0,137,50,4.14102167182663,"XL","CN"
"178",11,10,1000,1,3.76,168,77,32,26,7,26,0,0,0,0,"runningpant,Trousers & Shorts,Shorts,beach5pant,Summer,Short pants,pants,tracksuitpant,Beach,summerpant,trousersampshort,Sports Pants,Men's pants,Sport,trousers,Sports Wear,blackpant","black",50,0,42,50,3.73553719008264,"M","CN"
"179",9,8,100,1,4.16,31,17,7,4,1,2,0,0,0,0,"Summer,Vest,Plus Size,long dress,Dress,casual dresses,V-neck,Ladies,beach dress,Party Dress,Party Dresses,Floral,summer dresses,Casual,Swing dress,Floral print,Dresses,Women's Fashion,Maxi Dresses,retro,party,Swing,Print,sleeveless,Beach","gray",20,0,35,50,3.97455559428372,"S","CN"
"180",8,26,100,0,3.07,14,3,2,5,1,3,0,0,0,0,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt","black",50,0,40,50,3.18604651162791,"2XL","CN"
"181",3.78,4,1000,1,3.35,79,30,13,11,5,20,0,0,0,0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,summer shorts,Waist,Slim Fit,Short pants,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace","red",1,0,38,50,3.78960148550207,"XS","CN"
"182",8,7,100,0,3.89,9,5,2,0,0,2,0,0,0,0,"Summer,Shorts,Yoga,skinny pants,Bottom,athleticshort,gymshort,Women's Fashion,Fashion,Sports Pants,hightwaistpant,Sport,Casual,Women","white",50,0,124,50,4.10111844517785,"S","CN"
"183",6,145,100,1,3.83,52,23,13,5,6,5,0,0,0,0,"swimmingbottom,Summer,Underwear,Fashion,SwimwearWomen,bikini set,Women's Fashion,swimsuits for women,Swimsuit,Casual,high waist,Bikini,beacwear,Suits,Women,Swimming,Bikinis For Women,Waist","green",49,0,49,50,4.15949269792467,"XS","CN"
"184",8,17,1000,0,3.96,288,133,75,39,18,23,0,0,0,0,"Summer,Short Sleeve T-Shirt,Holiday,Men's Fashion,Sleeve,Pocket,Cotton Mens Shirts,button,short sleeves,casualshirtformen,shirts for men,colorblock,Shorts,printed,Collar,Button-Down Shirts,Beach,Casual,Shirt","white",50,0,32,50,3.90134529147982,"M","CN"
"187",3,3,100,0,3.4,15,5,3,2,3,2,0,0,0,0,"tank top women,Vest,Fashion,Cotton T Shirt,tunic top,Summer,slim,V-neck,Women's Fashion,Plus Size,tank top,sexy,Tank,zippers,summer tops,Women,Deep V-Neck,Cotton,tunic,Shirt,sleevelessblouse,Tops,Slim Fit,tunicvesttopswomen,Casual,sleeveless,deep v neck top,bodycon top,tops for women,zippertop","beige",3,0,36,50,3.89179104477612,"XS","CN"
"188",8,10,50,0,3.8,5,3,0,1,0,1,0,0,0,0,"Summer,Plus Size,sleeve dress,Sleeve,Dress,short sleeves,V-neck,Casual,Women's Fashion,Shorts,Floral dress,Floral,women dress,Women,loose dress,printed","blue",5,0,23,50,3.7906976744186,"XS","CN"
"189",5.74,59,1000,0,3.99,71,41,7,10,7,6,0,0,0,0,"Women Vest,Vest,Plus Size,art,letter print,Summer,summer t-shirts,yoga top,Women's Fashion,Fashion,tank top,loose t-shirt,Tank,Sport,Casual,Necks,Cotton,fashion women,Yoga,Shirt,Tee Shirt,T Shirts,Round neck,Print,sleeveless,Women,Tops","winered",3,0,43,50,4.18158810503005,"XS","CN"
"190",5,5,10,0,5,0,0,0,0,0,0,0,0,0,0,"ladies skort,running skirt,summer skirt,Golf,short dress,Women Skirts,Athletics,Skirts,Pleated,Running,Tennis,short skirt skorts,Women's Fashion,hightwaistdres,Pleated Skirt,Active,short skirt,tennisdres","white",50,0,8,50,3.83720930232558,"S","CN"
"193",7,50,1000,0,3.49,49,16,11,10,5,7,0,0,0,0,"sleeve v-neck,Plus Size,fashion women,short sleeve dress,Sleeve,Dresses,Dress,short sleeves,V-neck,casual dresses,Women's Fashion,Party Dress,Shorts,Mini dress,Casual,Women","army green",50,0,132,50,4.01162790697674,"S","CN"
"195",11,10,1000,0,3.64,357,155,65,51,25,61,0,0,0,0,"Summer,short sleeve dress,pleated dress,Plus Size,Slim Fit,Women's Fashion,slim,Elegant,wrap dress,Party Dress,Summer Fashion,sexy,Women,Fashion,Dress,casual dress","blue",50,0,41,50,4.06632640105635,"S","CN"
"196",8,7,50,0,4,6,2,2,2,0,0,0,0,0,0,"sleevelesstopsforwomen,Summer,Fashion,Tank,Shirt,tigershirt,Tops,Sleeveless Shirt,tank top,Cats,bigcat,Funny,Women's Fashion,funnyshirt,carolebaskin,Women","lightblue",4,0,42,50,4.1598983455215,"XS","CN"
"197",22,169,1000,1,3.38,542,195,93,92,49,113,0,0,0,0,"Summer,Fashion,Lace,Hollow-out,Dress,Mini dress,white dress,Elegant,beach dress,Party Dress,Sexy Dress,Summer Fashion,Chic,white,casual dress,party,Midi Dresses,Vintage,Lace Dress,Women's Fashion,sleeveless,Robes,Women","white",50,0,35,50,4.14741462370196,"M","CN"
"199",19,26,1000,1,3.01,205,57,25,43,23,57,2,1,0,1,"Swing dress,halter dress,Halter,Dress,summer dress,Women's Fashion,Maxi Dresses,boho,beach dress,boho dress,Party Dresses,Print,Floral print,Women,casual dress","multicolor",10,0,47,40,4.15966719492868,"L","CN"
"200",11,10,1000,0,3.67,215,94,32,40,23,26,0,0,0,0,"Summer,Lace,Dress,Lace Dress,V-neck,Women's Fashion,Women Clothing,Sleeveless dress,summer dresses,women dress,loose dress,sleeveless","pink",50,0,39,50,4.06352545225074,"S","CN"
"201",6,6,1000,0,4.17,505,295,108,36,23,43,0,0,0,0,"Summer,Vest,Fashion,tank top,Women's Fashion,Plus Size,V-neck,Floral,Tank,Casual,Ladies Fashion,blouse,Floral print,Shirt,Tops,Blouses & Shirts,T Shirts,Tops & T-Shirts,Ladies,sleeveless,Women,printed","pink",9,0,37,50,4.34879839786382,"XS","CN"
"204",8,11,100,0,2.81,21,5,2,4,4,6,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit","winered",50,0,17,50,3.58064516129032,"S","CN"
"205",14,26,100,0,3.61,72,31,14,8,6,13,0,0,0,0,"Summer,Plus Size,Floral print,Spring,demin,Overalls,Women's Fashion,jeansforwomen,trousersforwomen,Flowers,printed,Ladies,Jeans,Women,trousers,Rompers,Women Fashion,jumpsuit","grey",2,0,39,50,4.08733920108328,"XS","CN"
"206",6,6,100,1,3.67,27,9,8,5,2,3,0,0,0,0,"Summer,Plus Size,women dresses,polka dot,Spaghetti Strap,Polkas,irregulardre,boho,Women's Fashion,Party Dress,boho dress,Dress,sleeveless,sundress,Beach,Casual,Women","coffee",5,0,38,50,4.04059511158342,"2XS","CN"
"212",9,65,1000,1,3.7,162,70,32,26,10,24,0,0,0,0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men","red",50,0,36,50,3.96471983397569,"M","CN"
"213",8,10,50,0,5,2,2,0,0,0,0,0,0,0,0,"Summer,short sleeve dress,neck dress,Necks,Sleeve,Beach,Dress,Loose,short sleeves,V-neck,Shorts,beach dress,Plus Size,Midi Dress,summer dress,Print,Pullovers,Women's Fashion,Casual,Women","yellow",5,0,23,50,3.8740157480315,"XS","CN"
"214",11,84,100,1,3.61,18,6,5,4,0,3,0,0,0,0,"Summer,Shift Dress,Sleeve,shirt dress,long dress,Beach,Dress,short sleeves,cottonlinendre,beach dress,Shorts,Midi Dress,Ladies,Women's Fashion,loose dress","gray",5,0,27,50,3.8551724137931,"XS","CN"
"217",11,30,10,0,5,0,0,0,0,0,0,0,0,0,0,"woman fashion,Fashion,outside,Vintage,sexy bikini,tasselbikini,Swimwear,Swimsuit,Bikini,brazilian,sexy,Beach,Women","no color",50,0,78,50,4.29512399982317,"S","CN"
"218",4.83,51,50,1,2,1,0,0,0,1,0,0,0,0,0,"blouse,Summer,Plus Size,Tops & Blouses,Shirt,Women Vest,Tank,button,Spaghetti Strap,tank top,Tops,Women's Fashion,Fashion,V-neck,sleeveless,Casual,Women","white",3,0,39,50,3.82456140350877,"XS","VE"
"219",8,7,100,1,4.57,7,5,1,1,0,0,0,0,0,0,"Summer,womenshirtset,shortsetsforwomen,Sleeve,beachsuit,yoga pants,womensportset,yogasuitset,short sleeves,womens clothes,Women's Fashion,Shorts,printed,Fashion,T Shirts,Women","black & white",2,0,37,50,3.81475409836066,"XS","CN"
"220",5.85,13,1000,1,3.16,602,186,104,97,52,163,0,0,0,0,"wavepointdre,Fashion,long dress,Beach,Dress,summer dress,boho,beach dress,Party Dress,boho dress,printed,Women's Fashion","blue",9,0,38,50,3.89473684210526,"XS","CN"
"221",11,10,100,1,3.96,25,17,0,2,2,4,2,1,1,0,"pajamaset,Fashion,sexy pajamas for womens,silksleepwearforwomen,silksleepwear,pajamassuit,Casual,Women's Fashion,Summer,Sleepwear,pajamasforwomen,silksleepwearnightgown,silk,pajamassleepwear,women's pajamas,Women","red",50,0,27,50,4.27707808564232,"XS","CN"
"222",9,34,100,1,4.44,18,13,3,0,1,1,0,0,0,0,"Summer,Plus Size,Shirt,Sleeve,Sunflowers,short sleeves,Round neck,Women's Fashion,Shorts,Print,Women,women top,Fashion,T Shirts,Cotton","black",50,0,39,50,4.12490974729242,"M","CN"
"223",15,101,1000,0,3.91,646,334,106,94,41,71,1,1,0,0,"Women Pants,Loose,Jumpsuits & Rompers,playsuit,Casual,Women's Fashion,women trousers,Women,jumpsuit,summer tops,Cotton","yellow",22,0,40,50,4.16027406693293,"L","CN"
"224",5,5,1000,0,4.06,197,109,37,25,6,20,0,0,0,0,"blouse,Summer,Vest,Fashion,Tank,camisole,lettersprinted,Tops,T Shirts,tank top,Pullovers,Women's Fashion,printed,Ladies,sleeveless,Loose tank tops,Casual,Women","white",50,0,39,50,4.15823754789272,"M","CN"
"225",8,7,100,1,3.52,23,9,3,4,5,2,0,0,0,0,"Summer,Fashion,crop top,Shirt,Sleeve,Tank,Tops,slim,short sleeves,V-neck,T Shirts,Shorts,tank top,solid color,sexy,Women,Women's Fashion,Casual,Women Fashion,Slim Fit","pink",17,0,41,50,3.93358137664035,"S","CN"
"227",6,6,100,0,4,8,5,0,1,2,0,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress","white & green",5,0,23,50,3.8740157480315,"XS","CN"
"230",11,89,100,0,3.77,48,22,8,9,3,6,0,0,0,0,"damenkleid,plaincolordres,highwaistdres,Evening Dress,Dress,summercocktaildres,Party Dress,retro,femmerobe,women dress,sommerkleid,Vintage dress","orange-red",4,0,37,50,4.25328717068352,"S","CN"
"231",1.72,56,100,1,4,6,3,1,1,1,0,0,0,0,0,"Summer,Leggings,Shorts,loosecasualsweatpant,Fitness,casualshort,Plus Size,athleticshort,high waisted,yogashort,Women's Fashion,bodybuildingshort,quickdryingshort,Yoga,Sport,Fashion,short skirt,Women","red",5,0,27,36,4.09715994020927,"3XS","CN"
"234",12,11,1000,0,3.67,646,261,140,109,43,93,0,0,0,0,"Plus Size,off shoulder dress,Sleeve,Long Sleeve,Dress,V Neckdress,Women's Fashion,animal print,Animal,Print,women dress,loose dress,Women","white",50,0,24,50,3.89195402298851,"S","CN"
"235",8,42,1000,0,3.5,409,158,67,74,41,69,0,0,0,0,"Tanktops for women,Vest,Fashion,crop top,Summer,Shirt,Slim Fit,topsamptshirt,Women's Fashion,slim,summer tops,Women Fashion,clubwear,Shorts,Tank,Sexy Top,Spaghetti,Tops,Necks,cropped,Casual,sleevelesstshirt,sleeveless,Women,tops for women","orange",50,0,41,50,3.87596347681727,"S","CN"
"236",1.89,2,100,0,3.46,39,16,8,2,4,9,0,0,0,0,"Summer,Vest,Fashion,Tank,Necks,Tops,Loose,tank top,Round neck,Women's Fashion,Plus Size,Flowers,Print,sleeveless,women top,Casual,Women","black",1,0,33,50,4.10555555555556,"XS","CN"
"237",12,17,1000,0,4.21,103,60,20,13,5,5,0,0,0,0,"Summer,Collar,Fashion,Tank,Sleeve,Women Vest,Round Collar,Tops,T Shirts,tank top,short sleeves,Women's Fashion,Shorts,featherprint,Print,sleeveless,feather,Casual","white",50,0,43,50,3.91034280691474,"M","CN"
"240",7,33,100,0,2.75,8,3,0,1,0,4,0,0,0,0,"tank top women,Vest,Fashion,Tank,summer tank top,loose top,lace top,Tops,Plus size top,V-neck,Necks,Women's Fashion,Plus Size,Summer,sleeveless tops,Casual T-Shirt,sleeveless,Women Vest,Women,tank top,Lace","blue",29,0,43,50,3.91744948706244,"S","CN"
"241",8,7,100,0,3.9,21,9,7,2,0,3,0,0,0,0,"Summer,Plus Size,women dresses,Evening Dress,Dress,slim,casual dresses,Mini dress,beach dress,sleeveless,summer dresses,casual dress,slim dress,Shorts,Waist,short dress,Slim Fit,Women's Fashion,camouflage,Sleeveless dress,t,women dress,Women","purple",50,0,21,50,4.31831537708129,"XS","CN"
"242",5,5,100,0,4.5,6,4,1,1,0,0,0,0,0,0,"suspenders,Summer,Fashion,Lace,button,slim,Women's Fashion,sexy lace,sexy,solid color,sleeveless,Women,blouse,Tops,Shirt","pink",50,0,45,50,3.86754716981132,"S","CN"
"246",11,10,100,1,3.54,13,5,3,1,2,2,0,0,0,0,"Summer,trousers,pants,Bottom,fashion pants,Women's Fashion,Long pants,widelegpant,Casual,harem pants,summerpant,Plus Size,loosepant,printed,women trousers,slitpant,Women","black",50,0,42,50,4.15593220338983,"XL","CN"
"247",3.85,10,50,0,3.33,3,1,1,0,0,1,0,0,0,0,"Summer,Fashion,Shirt,sundress,Dresses,Dress,Women's Fashion,V-neck,Cocktail Dress,beach dress,Party Dress,off shoulder,Girls Dresses,sleeveless,Pleated Skirt,Spaghetti,Casual,Pleated,Necks","purple",7,0,25,50,4.03947368421053,"2XS","CN"
"248",9,48,1000,1,4.01,135,69,25,23,10,8,0,0,0,0,"Summer,Vest,Fashion,Tank,camisole,Halter,Beauty,Tops,summer t-shirts,fashion women,tank top,Cool T-Shirts,skull,Print,summervest,femalevest","purple",50,0,25,50,3.74879372738239,"M","CN"
"249",8,9,7,0,5,0,0,0,0,0,0,0,0,0,0,"Summer,summer dress,Necks,Sleeve,long dress,plus size dress,Dress,Loose,V Neckdress,short sleeves,maxi dress,Shorts,boho,short sleeve dress,boho dress,Fashion,womendre,women dress,Women's Fashion","orange",5,0,38,50,4.05250444247001,"2XS","CN"
"250",11,10,1000,0,4,221,103,59,33,7,19,0,0,0,0,"Summer,floralprinteddres,Dress,slim,Floral dress,Women's Fashion,Plus Size,womensleevelessdres,printed,Floral,Casual,Women,dressforwomen,Flowers,Necks,casualwomendres,summer dress,summersleeveelessdres,Sleeveless dress,Round neck,dress slim,sleeveless","white",6,0,36,50,4.00426701678086,"M","CN"
"253",16,14,100,1,4.05,82,43,18,11,2,8,0,0,0,0,"short sleeves,Summer,trending,Shirt,Sleeve,shortsleeveset,sweat suit,Men,Short pants,summersuitset,Shorts,Sport,Women's Fashion,3dprinttshirt,Two Pieces,Fashion,Outfits,mensjoggersuit,Casual","white",50,0,36,50,4.21789883268483,"S","CN"
"254",13,11,100,0,3.91,11,7,1,0,1,2,0,0,0,0,"Mini,Spaghetti Strap,Corset Dress,short dress,Summer,Dresses,Spaghetti,Dress,summer dress,Women's Fashion,Floral dress,Mini dress,beach dress,Sleeveless dress,Sexy Dress,Floral print,sexy,Fashion","yellow",50,0,28,50,3.47368421052632,"S","CN"
"255",9,34,100,1,3.14,28,8,6,3,4,7,0,0,0,0,"Mini,Fashion,Summer,Tops,Loose,Polkas,V-neck,Casual,backless,polka dot,sleeveless,Dress,Women","navyblue",50,0,40,50,3.53464673913043,"XS","CN"
"256",7,6,100,1,3.64,11,4,4,0,1,2,0,0,0,0,"Summer,dressesforwomen,Floral print,Mini,long dress,Dress,Mini dress,Floral,Women's Fashion,Sleeveless dress,party,Sexy Dress,Print,summer dresses,Spaghetti,Women","pink",50,0,104,50,4.26432748538012,"S","CN"
